COGID	L1	L2	L3	L4	ND1	ND2	ND3	ND4	ND5	Description
COG0165	276.71	324.64	283.99	372.4	233.47	262.91	243.71	249.93	233.16	argininosuccinate lyase
COG0166	373.71	342.57	353.93	384.04	306.56	374.47	323.22	354.01	308.4	Phosphoglucose isomerase
COG0167	349.41	357.98	353.74	381.66	316.57	346.86	284.36	335.26	314.21	Catalyzes the conversion of dihydroorotate to orotate
COG0168	542.76	634.45	596.03	705.66	503.08	508.6	462.93	529.77	521.26	Cation transport protein
COG0169	269.67	276.35	277.1	292.77	277.02	288.32	294.49	286.8	317.59	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)
COG0170	11.28	8.52	3.99	4.63	2.5	2.45	13.84	1.42	3.34	Sulfite exporter TauE/SafE
COG0171	358.97	362.76	348.44	422.67	318.09	432.63	311.32	402.12	322.2	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source
COG0172	340.81	377.11	368.37	361	319.49	326.76	333.77	311.07	323.6	Domain of unknown function (DUF4041)
COG0173	431.15	427.51	434.06	449.78	437.09	573.5	424.78	525.66	507.31	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)
COG0174	409.49	299.45	372.59	311.13	280.49	368.04	241.67	369.58	260.02	Glutamine synthetase, beta-Grasp domain
COG0175	717.91	891.08	713.66	800.78	714.2	691.64	935.13	601.94	810.55	Psort location Cytoplasmic, score
COG0176	109.75	99.85	124.39	77.83	74.43	62.85	96.26	54.64	108.68	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway
COG0177	328.12	335.77	316.98	365.08	325.25	342.1	320.13	357.47	333.05	Psort location Cytoplasmic, score 8.96
COG0178	613.93	663.62	632.46	726.06	580.53	654.85	571.08	666.98	505.9	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by uvrB, the uvrA molecules dissociate
COG0179	104.32	153.97	109.06	198.27	131.37	108.33	131.07	131.8	104.22	Protein of unknown function (DUF2848)
COG0180	300.68	316.26	313.99	322.53	275.28	298.26	271.4	299.43	278.42	Tryptophanyl-tRNA synthetase
COG0181	122.44	135.86	125.85	174.85	71.1	60.77	64.13	58.28	69.45	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps
COG0182	128.92	62.79	93.6	67.98	60.99	68.65	75.31	63	58.92	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)
COG0183	302.99	220.73	269.2	227.65	165.92	221.07	191.1	207.86	195.48	Stage V sporulation protein AD
COG0184	121.01	151.55	140.33	156.98	132.09	114.9	120.48	121.35	107.4	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome
COG0185	115.68	156.16	131.58	154.33	133.63	139.37	145.41	141.02	132.47	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA
COG0186	121.69	157.23	140.67	149.06	128.03	134.32	135.45	136.25	114.87	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA
COG0187	731.44	785.07	764.62	860.09	669.73	718.56	685.41	711.32	668.61	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
COG0188	719.77	790.02	783.43	848.26	710.17	776.45	729.13	748.63	700.21	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
COG0189	203.97	217.12	242.83	175.16	294.45	334.44	240.19	349.76	308.98	ATP-grasp domain
COG0190	266.49	276.82	272.38	314.78	268.93	293.04	281.72	315.64	290.16	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate
COG0191	471.71	433.52	429.05	483.59	420.3	457.52	378.1	459.95	379.84	Fructose-bisphosphate aldolase class-II
COG0192	352.32	396.22	374.61	443.44	336.91	389.4	374.7	363.57	359.01	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme
COG0193	235.27	250.08	258.02	252.41	207.92	218.85	215.25	225.69	221.88	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis
COG0194	352.34	344.47	351.58	368.56	277.89	292.81	277.8	286.81	270.57	Psort location Cytoplasmic, score
COG0195	275.59	323.54	300.12	360.59	301.69	339.34	291.95	343	301.7	Participates in both transcription termination and antitermination
COG0196	238.23	276.41	249.29	284.33	241.79	262.94	236.04	257.15	244.99	Riboflavin kinase
COG0197	201.82	226.72	216.08	243.07	189.9	236.7	203.99	216.53	213.19	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
COG0198	165.05	189.94	179.39	182.16	172.11	169.97	173.07	190.72	165.36	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit
COG0199	78.08	118.05	88.63	120.36	81.75	80.41	78.2	82.64	65.37	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site
COG0200	233.51	263.46	241.23	284.48	221.99	231.98	226.32	237.09	194.33	Binds to the 23S rRNA
COG0201	359.88	381.32	387.14	409.77	310.5	355.81	302.92	344.87	320.87	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently
COG0202	290.07	378.11	376.22	393.46	330.21	327.93	328.95	347.02	316.4	RNA polymerase activity
COG0203	211.59	230.43	234.15	256.47	231.65	263.68	220.28	268.24	225.23	Ribosomal protein L17
COG0204	712.59	829.23	719.25	950.31	741.16	659.05	714.82	740.79	682.48	Phosphate acyltransferases
COG0205	681.81	736.92	726.82	852.77	648.49	620.36	605.71	635.12	596.22	Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis. Consistently, PPi-PFK can replace the enzymes of both the forward (ATP-PFK) and reverse (fructose-bisphosphatase (FBPase)) reactions
COG0206	490.87	548.46	511.4	578.38	476.36	450.2	460.95	505.72	442.96	Tubulin/FtsZ family, GTPase domain
COG0207	294.42	305.46	306.84	367.85	249.63	265.89	239.08	306.5	229.14	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis
COG0208	21.15	26.32	23.14	10.26	9.56	13.28	11.5	15.19	14.32	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
COG0209	136.34	199.95	147.69	235.77	179.27	148.34	157.1	187.2	147.97	Catalyzes the reduction of ribonucleotides to deoxyribonucleotides. May function to provide a pool of deoxyribonucleotide precursors for DNA repair during oxygen limitation and or for immediate growth after restoration of oxygen
COG0210	1079.94	1194.81	1134.93	1214.91	990.19	964.54	950.68	957.92	948.15	UvrD-like helicase C-terminal domain
COG0211	130	149.71	141.57	147.43	119.27	130.72	115.8	116.85	107.3	Belongs to the bacterial ribosomal protein bL27 family
COG0212	179.23	188.21	175.81	215.75	192.78	197.83	183.93	198.09	185.82	5-formyltetrahydrofolate cyclo-ligase family
COG0213	99.51	53.81	85.92	65.21	36.46	35.4	57.54	18.68	43.86	pyrimidine-nucleoside phosphorylase
COG0214	38.15	35.46	44.01	31.56	34.57	32.11	28.28	32.11	30.6	Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively
COG0215	310.12	405.44	357.87	453.13	301.5	340.52	307.04	321.48	306.13	DALR_2
COG0216	278.26	298.56	299.62	316.66	252.03	259.04	249.57	257.32	275.19	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA
COG0217	241.41	301.99	266.85	323.27	216.74	214.38	223.06	223.9	211.45	transcriptional regulatory protein
COG0218	238	198.31	219.75	179.17	217.82	231.58	216.02	239.09	216.72	Necessary for normal cell division and for the maintenance of normal septation
COG0219	178.9	197.01	198.62	203.29	132.57	149.81	137.92	135.53	161.47	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily
COG0220	275.76	314.55	298.09	295.13	251.99	268.62	257.78	263.7	254.92	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA
COG0221	85.56	54.55	92.02	53.65	43.71	49.43	50.25	41.79	42.07	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions
COG0222	166.24	194.14	173.64	206.62	166.56	194.93	160.4	198.32	157.79	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation
COG0223	465.04	434.49	462.37	432.87	429.37	504.99	388.75	501.13	414.22	PFAM Formyl transferase
COG0224	338.73	356.64	335.22	401.06	384.62	369.36	353.95	412.89	358.48	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
COG0225	35.36	134.39	70.26	140.18	68.09	57.55	57.17	77.86	66.3	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine
COG0226	344.69	386.89	337.54	412.93	385.78	362.68	377.27	410.05	364.57	PBP superfamily domain
COG0227	91.28	126.06	100.43	121.95	79.08	76.69	73.57	86.48	59.98	Belongs to the bacterial ribosomal protein bL28 family
COG0228	126.52	147.77	143.18	141.95	153.68	129.75	144.39	145.63	132.69	Belongs to the bacterial ribosomal protein bS16 family
COG0229	34.63	210.79	110.33	238.01	68.32	55.88	53.3	81.43	68.6	peptide methionine sulfoxide reductase
COG0230	29.76	43.84	31.09	53.44	13.78	10.32	14.97	11.11	7.33	Ribosomal protein L34
COG0231	210.59	264.02	225.43	284.36	192.29	208.44	193.34	220.25	195.73	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase
COG0232	292.91	303.91	322.46	327.1	271.04	280.39	272.96	292.75	283.56	Deoxyguanosinetriphosphate triphosphohydrolase
COG0233	214.53	240.62	228.35	278.76	212.29	246.05	225.37	239.29	233.26	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another
COG0234	131.89	147.76	138.71	143.46	118.91	134.17	119.55	130.23	109.44	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter
COG0235	397.93	355.26	374.79	419.21	289.9	295.85	334.57	287	282.37	Class II aldolase
COG0236	365.66	333.22	373.77	298.91	330.13	346.86	317.81	327.28	263.53	Carrier of the growing fatty acid chain in fatty acid biosynthesis
COG0237	292.77	323.68	328.96	337.62	261.59	337.66	263.77	322.44	285.95	dephospho-CoA kinase activity
COG0238	90.94	127.01	105.93	127.05	100.31	89.16	93.4	99.72	85.81	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit
COG0239	60.57	87.99	61.24	117.59	89.02	73.04	70.18	92.37	69.12	Important for reducing fluoride concentration in the cell, thus reducing its toxicity
COG0240	341.78	343.11	308.17	372.13	251.33	312.26	263.12	301.72	277.22	Glycerol-3-phosphate dehydrogenase
COG0241	152.53	187.07	168.65	190.32	183.39	174.09	182.23	182.15	165.43	Polynucleotide kinase 3 phosphatase
COG0242	256.77	355.16	307.47	384.46	264.07	303.37	263.74	301.47	271.16	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions
COG0243	167.29	217.43	119.54	182.27	67.38	79.41	78.65	82.69	99.22	(twin-arginine translocation) pathway signal sequence
COG0244	231.86	266.56	249.3	301.12	267.7	296.36	272.43	298.77	268.91	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors
COG0245	197.03	223.05	216.26	252.8	199.24	212.58	190.91	216.39	199.52	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)
COG0246	244.99	194.66	223.55	181.24	256.36	317.55	342.26	264.69	332.34	Mannitol dehydrogenase Rossmann domain
COG0247	165.38	122.26	115.9	121.87	167.59	151.22	157.1	182.9	158.5	'glutamate synthase
COG0248	216.18	234.27	216.91	277.52	200.64	154.49	176.05	160.71	187.24	Ppx/GppA phosphatase family
COG0249	1387.13	1087.87	1196.17	1252.94	1351.59	1224.38	1397.02	1247.87	1184.04	This protein is involved in the repair of mismatches in DNA
COG0250	446.68	475.58	489.24	483.66	635.08	535.13	536.1	585.76	557.82	Transcription termination factor nusG
COG0251	261.87	401.63	322.87	451.92	253.37	284.88	263.34	286.79	245.94	Endoribonuclease L-PSP
COG0252	221.7	186.51	201.48	209.26	182.7	202.66	196.55	202.39	182.47	asparaginase activity
COG0253	226.74	256.05	250.36	270.2	222.26	245.25	228.66	246.73	244.44	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan
COG0254	89.23	140.03	113.76	127.71	96.27	96.63	79.47	94.4	79.7	Binds the 23S rRNA
COG0255	121.92	129.36	117.13	126.28	120.81	137.88	115.17	137.85	116.81	Belongs to the universal ribosomal protein uL29 family
COG0256	157.77	214.29	189.48	215.88	200.7	202.29	192.87	215.15	188.86	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
