ContigID	Length	Type	Taxonomy	Host	Lifestyle
LPd_1__3944	4293	non-phage	NA	NA	NA
LPd_1__3945	4256	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__3949	3147	phage	unknown	unknown	virulent
LPd_1__3967	4243	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__3992	5357	non-phage	NA	NA	NA
LPd_1__3994	2075	non-phage	NA	NA	NA
LPd_1__3999	3195	phage	unknown	unknown	virulent
LPd_1__4034	4267	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4037	27546	phage	unknown	Lactobacillus fermentum	virulent
LPd_1__404	6138	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
LPd_1__4044	2405	non-phage	NA	NA	NA
LPd_1__4050	5708	non-phage	NA	NA	NA
LPd_1__4051	2157	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4085	2241	non-phage	NA	NA	NA
LPd_1__4093	14922	non-phage	NA	NA	NA
LPd_1__4101	2418	non-phage	NA	NA	NA
LPd_1__4103	2565	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	virulent
LPd_1__4112	9342	non-phage	NA	NA	NA
LPd_1__4130	3077	non-phage	NA	NA	NA
LPd_1__4132	2156	non-phage	NA	NA	NA
LPd_1__4138	3017	non-phage	NA	NA	NA
LPd_1__4139	3018	non-phage	NA	NA	NA
LPd_1__4153	4345	phage	unknown	unknown	virulent
LPd_1__4158	3616	phage	unknown	unknown	virulent
LPd_1__4163	3096	phage	unknown	unknown	temperate
LPd_1__4165	3343	phage	unknown	unknown	temperate
LPd_1__4167	7102	phage	unknown	unknown	virulent
LPd_1__4176	3226	non-phage	NA	NA	NA
LPd_1__4184	15955	non-phage	NA	NA	NA
LPd_1__4185	17227	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Colwellia psychrerythraea	temperate
LPd_1__419	2113	non-phage	NA	NA	NA
LPd_1__4199	2181	non-phage	NA	NA	NA
LPd_1__4241	2319	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4259	8324	phage	unknown	unknown	virulent
LPd_1__426	4135	non-phage	NA	NA	NA
LPd_1__4281	3636	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__4282	5895	non-phage	NA	NA	NA
LPd_1__4283	2489	non-phage	NA	NA	NA
LPd_1__4286	2035	phage	unknown	Clostridioides difficile	temperate
LPd_1__4315	4765	non-phage	NA	NA	NA
LPd_1__4318	3858	non-phage	NA	NA	NA
LPd_1__4324	12728	phage	unknown	Thermoanaerobacterium saccharolyticum	temperate
LPd_1__4332	6318	non-phage	NA	NA	NA
LPd_1__4342	4610	non-phage	NA	NA	NA
LPd_1__4343	2950	phage	unknown	unknown	temperate
LPd_1__4360	8162	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_1__4374	4963	non-phage	NA	NA	NA
LPd_1__4386	5553	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__441	3980	non-phage	NA	NA	NA
LPd_1__4416	17676	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__4423	3903	non-phage	NA	NA	NA
LPd_1__4437	2823	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4438	6208	phage	unknown	unknown	temperate
LPd_1__4449	2064	non-phage	NA	NA	NA
LPd_1__445	2063	non-phage	NA	NA	NA
LPd_1__4450	2617	non-phage	NA	NA	NA
LPd_1__4473	2364	phage	unknown	unknown	virulent
LPd_1__448	20419	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4487	2546	non-phage	NA	NA	NA
LPd_1__4497	4737	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4504	4560	non-phage	NA	NA	NA
LPd_1__4508	17779	non-phage	NA	NA	NA
LPd_1__4509	19958	non-phage	NA	NA	NA
LPd_1__4515	12447	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
LPd_1__4525	9795	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Glaesserella parasuis	temperate
LPd_1__4534	2914	non-phage	NA	NA	NA
LPd_1__454	13784	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4555	5478	phage	unknown	unknown	temperate
LPd_1__4569	23112	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4582	8827	phage	unknown	unknown	temperate
LPd_1__4591	2622	non-phage	NA	NA	NA
LPd_1__4594	4474	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__461	2289	phage	unknown	unknown	temperate
LPd_1__4615	7504	non-phage	NA	NA	NA
LPd_1__4619	4777	non-phage	NA	NA	NA
LPd_1__4624	2470	phage	unknown	unknown	temperate
LPd_1__4634	3460	phage	unknown	unknown	temperate
LPd_1__4640	4701	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4641	3213	phage	unknown	unknown	temperate
LPd_1__4655	5674	non-phage	NA	NA	NA
LPd_1__4664	9893	non-phage	NA	NA	NA
LPd_1__4675	2174	non-phage	NA	NA	NA
LPd_1__468	6763	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Colwellia psychrerythraea	temperate
LPd_1__4680	3609	non-phage	NA	NA	NA
LPd_1__469	5153	non-phage	NA	NA	NA
LPd_1__4695	2188	phage	unknown	unknown	temperate
LPd_1__470	3650	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4708	2497	non-phage	NA	NA	NA
LPd_1__4709	17115	non-phage	NA	NA	NA
LPd_1__471	2184	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4725	4375	non-phage	NA	NA	NA
LPd_1__473	3717	phage	unknown	unknown	virulent
LPd_1__4730	3070	non-phage	NA	NA	NA
LPd_1__4733	4231	phage	unknown	unknown	virulent
LPd_1__4753	2413	phage	unknown	unknown	virulent
LPd_1__4756	7406	non-phage	NA	NA	NA
LPd_1__477	2269	non-phage	NA	NA	NA
LPd_1__4781	7401	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Bacillus alcalophilus	virulent
LPd_1__4785	11290	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__479	28946	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
LPd_1__4791	3413	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4794	4263	phage	unknown	unknown	temperate
LPd_1__4796	2690	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4799	3511	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4800	2083	non-phage	NA	NA	NA
LPd_1__481	3257	phage	unknown	Lactococcus lactis	virulent
LPd_1__4827	5488	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4838	2912	non-phage	NA	NA	NA
LPd_1__484	7502	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__4858	5895	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4860	2736	non-phage	NA	NA	NA
LPd_1__4871	3277	non-phage	NA	NA	NA
LPd_1__4891	9061	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__4900	2315	non-phage	NA	NA	NA
LPd_1__4906	2478	non-phage	NA	NA	NA
LPd_1__4907	3437	non-phage	NA	NA	NA
LPd_1__4922	3412	non-phage	NA	NA	NA
LPd_1__4942	2137	phage	unknown	unknown	virulent
LPd_1__4944	3177	non-phage	NA	NA	NA
LPd_1__4968	8762	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	temperate
LPd_1__4978	3963	phage	unknown	unknown	virulent
LPd_1__4986	3612	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zierdtviridae	Colwellia psychrerythraea	temperate
LPd_1__5002	3186	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Herelleviridae	Roseburia sp. 1XD42-69	temperate
LPd_1__5006	2060	phage	unknown	Dinoroseobacter shibae	virulent
LPd_1__5023	3504	non-phage	NA	NA	NA
LPd_1__5028	15409	phage	unknown	Lactococcus lactis	temperate
LPd_1__5033	12956	non-phage	NA	NA	NA
LPd_1__5039	2217	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5041	2324	non-phage	NA	NA	NA
LPd_1__5043	16187	non-phage	NA	NA	NA
LPd_1__505	10858	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5050	5976	phage	unknown	Muribaculaceae bacterium Isolate-004 (NCI)	virulent
LPd_1__5051	3155	phage	unknown	unknown	temperate
LPd_1__5088	5840	phage	unknown	unknown	temperate
LPd_1__5092	8443	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5096	5776	non-phage	NA	NA	NA
LPd_1__5104	3238	non-phage	NA	NA	NA
LPd_1__5112	7728	non-phage	NA	NA	NA
LPd_1__512	3340	phage	unknown	unknown	temperate
LPd_1__5122	8220	phage	unknown	unknown	temperate
LPd_1__5138	24998	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5140	3343	non-phage	NA	NA	NA
LPd_1__5142	15061	non-phage	NA	NA	NA
LPd_1__5144	9101	non-phage	NA	NA	NA
LPd_1__5145	2046	non-phage	NA	NA	NA
LPd_1__5147	2711	phage	unknown	unknown	temperate
LPd_1__5151	7963	non-phage	NA	NA	NA
LPd_1__516	20406	phage	no_family_avaliable(NC_062779)	unknown	virulent
LPd_1__5191	2008	phage	unknown	unknown	temperate
LPd_1__5192	11792	non-phage	NA	NA	NA
LPd_1__5205	19140	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_1__5211	3064	phage	unknown	unknown	virulent
LPd_1__5214	3630	phage	unknown	unknown	virulent
LPd_1__5218	3828	non-phage	NA	NA	NA
LPd_1__5220	5123	phage	unknown	unknown	virulent
LPd_1__5235	2001	non-phage	NA	NA	NA
LPd_1__5238	2368	non-phage	NA	NA	NA
LPd_1__5249	5605	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__525	4904	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5257	7585	non-phage	NA	NA	NA
LPd_1__5259	2121	non-phage	NA	NA	NA
LPd_1__5267	6399	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__527	2354	phage	unknown	unknown	virulent
LPd_1__5278	8321	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5285	2057	non-phage	NA	NA	NA
LPd_1__5286	3467	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	temperate
LPd_1__5293	3170	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__5317	2003	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5340	3115	non-phage	NA	NA	NA
LPd_1__5344	5776	non-phage	NA	NA	NA
LPd_1__5357	7968	non-phage	NA	NA	NA
LPd_1__5363	20657	phage	unknown	Lactococcus lactis	virulent
LPd_1__537	18820	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Serratia marcescens	temperate
LPd_1__5379	10574	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_1__5413	9342	phage	unknown	unknown	virulent
LPd_1__5418	4135	non-phage	NA	NA	NA
LPd_1__5425	5107	non-phage	NA	NA	NA
LPd_1__5432	3921	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5434	3392	non-phage	NA	NA	NA
LPd_1__5446	4796	phage	unknown	Dinoroseobacter shibae	virulent
LPd_1__5482	8833	non-phage	NA	NA	NA
LPd_1__5483	3553	phage	unknown	unknown	temperate
LPd_1__5511	8115	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5520	3769	phage	unknown	Pseudoflavonifractor sp. An176	virulent
LPd_1__5526	3851	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5530	2197	non-phage	NA	NA	NA
LPd_1__5531	9124	phage	no_family_avaliable(NC_062777)	unknown	virulent
LPd_1__5539	6389	phage	unknown	unknown	virulent
LPd_1__5542	3844	non-phage	NA	NA	NA
LPd_1__5551	4606	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5563	8476	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_1__5572	30871	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	temperate
LPd_1__5585	11592	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_1__5595	3481	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5596	12603	non-phage	NA	NA	NA
LPd_1__5618	4616	non-phage	NA	NA	NA
LPd_1__563	3879	phage	no_family_avaliable(NC_062779)	unknown	virulent
LPd_1__5636	12587	phage	unknown	Microcystis aeruginosa	temperate
LPd_1__5638	2478	non-phage	NA	NA	NA
LPd_1__5642	2872	non-phage	NA	NA	NA
LPd_1__5647	20582	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_1__5664	3420	non-phage	NA	NA	NA
LPd_1__5668	2456	non-phage	NA	NA	NA
LPd_1__5671	5572	phage	unknown	Pyrobaculum arsenaticum	virulent
LPd_1__5693	9135	non-phage	NA	NA	NA
LPd_1__5701	2748	non-phage	NA	NA	NA
LPd_1__5707	37336	phage	unknown	Dinoroseobacter shibae	virulent
LPd_1__5708	2544	phage	unknown	unknown	temperate
LPd_1__5712	13280	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_1__5715	10488	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__5724	4626	non-phage	NA	NA	NA
LPd_1__573	4505	phage	unknown	unknown	virulent
LPd_1__5734	2355	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zobellviridae	Colwellia psychrerythraea	temperate
LPd_1__5738	3605	phage	unknown	unknown	virulent
LPd_1__5750	7963	phage	unknown	unknown	temperate
LPd_1__5760	6112	non-phage	NA	NA	NA
LPd_1__5764	6128	phage	unknown	unknown	virulent
LPd_1__5765	40939	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_1__5766	9849	phage	unknown	Lactobacillus fermentum	temperate
LPd_1__577	2155	non-phage	NA	NA	NA
LPd_1__578	3908	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5786	13424	phage	unknown	Acinetobacter soli	temperate
LPd_1__5805	2409	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	Dinoroseobacter shibae	temperate
LPd_1__5807	2243	phage	unknown	unknown	temperate
LPd_1__5829	2965	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5834	3003	non-phage	NA	NA	NA
LPd_1__5843	3614	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__5847	16660	non-phage	NA	NA	NA
LPd_1__5855	6654	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5879	22188	non-phage	NA	NA	NA
LPd_1__5925	3703	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__593	2022	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__5935	2421	phage	unknown	unknown	temperate
LPd_1__5971	2352	non-phage	NA	NA	NA
LPd_1__5986	9958	phage	unknown	unknown	temperate
LPd_1__5996	2065	non-phage	NA	NA	NA
LPd_1__6000	11549	non-phage	NA	NA	NA
LPd_1__6001	2529	non-phage	NA	NA	NA
LPd_1__6003	4464	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6011	5899	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_1__6027	6709	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6034	2317	phage	unknown	unknown	virulent
LPd_1__6046	2286	non-phage	NA	NA	NA
LPd_1__6053	6870	phage	unknown	unknown	temperate
LPd_1__6057	6753	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__606	19472	non-phage	NA	NA	NA
LPd_1__609	44947	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Prochlorococcus marinus	virulent
LPd_1__6090	5488	non-phage	NA	NA	NA
LPd_1__6093	10335	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	virulent
LPd_1__6096	2917	non-phage	NA	NA	NA
LPd_1__6100	2101	non-phage	NA	NA	NA
LPd_1__6106	11855	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	temperate
LPd_1__6111	3475	phage	unknown	unknown	virulent
LPd_1__615	11023	non-phage	NA	NA	NA
LPd_1__6150	4817	non-phage	NA	NA	NA
LPd_1__6156	2248	non-phage	NA	NA	NA
LPd_1__6176	6419	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6187	3476	non-phage	NA	NA	NA
LPd_1__6193	2039	non-phage	NA	NA	NA
LPd_1__6202	3143	non-phage	NA	NA	NA
LPd_1__6203	42064	non-phage	NA	NA	NA
LPd_1__6207	6564	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__621	8644	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6226	7780	non-phage	NA	NA	NA
LPd_1__6239	14301	phage	unknown	unknown	temperate
LPd_1__6241	4231	non-phage	NA	NA	NA
LPd_1__6248	2081	non-phage	NA	NA	NA
LPd_1__6250	2863	non-phage	NA	NA	NA
LPd_1__6258	3493	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6261	2317	phage	unknown	unknown	virulent
LPd_1__6278	6230	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Dinoroseobacter shibae	temperate
LPd_1__6279	33651	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Lactobacillus plantarum	temperate
LPd_1__628	12413	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Demerecviridae	Colwellia psychrerythraea	virulent
LPd_1__6288	2372	non-phage	NA	NA	NA
LPd_1__6290	19822	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Colwellia psychrerythraea	temperate
LPd_1__6291	2808	phage	unknown	unknown	virulent
LPd_1__6293	4453	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__6305	3063	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6328	2902	non-phage	NA	NA	NA
LPd_1__6335	2652	phage	unknown	Lactobacillus animalis	temperate
LPd_1__6348	17079	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6353	3121	non-phage	NA	NA	NA
LPd_1__6376	2200	non-phage	NA	NA	NA
LPd_1__6387	3457	non-phage	NA	NA	NA
LPd_1__6402	2409	phage	unknown	unknown	temperate
LPd_1__6409	8249	phage	unknown	Bacteroides mediterraneensis	temperate
LPd_1__641	6302	phage	unknown	unknown	temperate
LPd_1__6411	4574	non-phage	NA	NA	NA
LPd_1__6424	17445	non-phage	NA	NA	NA
LPd_1__6435	2469	non-phage	NA	NA	NA
LPd_1__6441	6076	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
LPd_1__6448	2844	non-phage	NA	NA	NA
LPd_1__6458	17729	non-phage	NA	NA	NA
LPd_1__6465	10798	non-phage	NA	NA	NA
LPd_1__6466	21815	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Rhodococcus hoagii	virulent
LPd_1__6473	10945	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Paenibacillus larvae	temperate
LPd_1__6477	2990	non-phage	NA	NA	NA
LPd_1__6495	4872	non-phage	NA	NA	NA
LPd_1__6496	3811	non-phage	NA	NA	NA
LPd_1__6498	5927	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6501	2039	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6516	2662	non-phage	NA	NA	NA
LPd_1__6518	69137	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Autographiviridae	Pseudomonas syringae	virulent
LPd_1__652	16071	phage	unknown	Lactobacillus fermentum	temperate
LPd_1__6525	5779	phage	unknown	unknown	temperate
LPd_1__6529	5128	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6542	3879	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6552	7705	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6556	2289	phage	unknown	unknown	virulent
LPd_1__6561	3271	non-phage	NA	NA	NA
LPd_1__6570	2075	non-phage	NA	NA	NA
LPd_1__6596	2444	phage	unknown	unknown	virulent
LPd_1__6605	6948	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	virulent
LPd_1__6618	2172	phage	unknown	unknown	virulent
LPd_1__6622	4773	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
LPd_1__6628	5422	phage	unknown	unknown	virulent
LPd_1__6633	6309	phage	unknown	Syntrophobotulus glycolicus	temperate
LPd_1__665	2243	non-phage	NA	NA	NA
LPd_1__6650	2068	phage	unknown	unknown	temperate
LPd_1__6651	2003	non-phage	NA	NA	NA
LPd_1__6662	2440	non-phage	NA	NA	NA
LPd_1__6673	7184	phage	unknown	Dinoroseobacter shibae	temperate
LPd_1__6681	2605	non-phage	NA	NA	NA
LPd_1__6692	11935	phage	unknown	Microcystis aeruginosa	virulent
LPd_1__6694	43352	non-phage	NA	NA	NA
LPd_1__6697	7877	non-phage	NA	NA	NA
LPd_1__6721	33123	non-phage	NA	NA	NA
LPd_1__673	2748	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6733	2067	non-phage	NA	NA	NA
LPd_1__6739	13071	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Lactobacillus fermentum	temperate
LPd_1__674	3099	phage	unknown	Pyrobaculum arsenaticum	temperate
LPd_1__6761	23486	non-phage	NA	NA	NA
LPd_1__6763	2003	phage	unknown	unknown	temperate
LPd_1__6764	2270	non-phage	NA	NA	NA
LPd_1__677	8300	non-phage	NA	NA	NA
LPd_1__6777	7059	non-phage	NA	NA	NA
LPd_1__6778	2533	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
LPd_1__6779	7137	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6788	2990	non-phage	NA	NA	NA
LPd_1__6811	11300	non-phage	NA	NA	NA
LPd_1__6812	5691	phage	unknown	unknown	temperate
LPd_1__6818	5512	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6825	3125	non-phage	NA	NA	NA
LPd_1__6828	6166	non-phage	NA	NA	NA
LPd_1__6829	9560	non-phage	NA	NA	NA
LPd_1__6830	4875	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6831	7051	non-phage	NA	NA	NA
LPd_1__6847	2161	phage	unknown	unknown	temperate
LPd_1__6857	6592	non-phage	NA	NA	NA
LPd_1__6866	5511	non-phage	NA	NA	NA
LPd_1__6877	4381	non-phage	NA	NA	NA
LPd_1__6882	10386	phage	unknown	unknown	temperate
LPd_1__6883	8249	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
LPd_1__6884	23007	phage	unknown	Lactobacillus fermentum	temperate
LPd_1__6889	6424	phage	unknown	unknown	virulent
LPd_1__6904	5924	phage	unknown	[Clostridium] clostridioforme	temperate
LPd_1__6910	4604	phage	unknown	unknown	virulent
LPd_1__6917	5502	phage	unknown	Colwellia psychrerythraea	virulent
LPd_1__6918	8284	phage	unknown	Colwellia psychrerythraea	temperate
LPd_1__6921	4972	phage	unknown	unknown	temperate
LPd_1__6923	2757	non-phage	NA	NA	NA
LPd_1__6924	5654	phage	unknown	Bdellovibrio bacteriovorus	virulent
LPd_1__6929	7325	non-phage	NA	NA	NA
